,7,8,9,10,11,12,13,14,15
NSC,0.38463116898327065,0.2646551228119138,0.32089384166205326,0.22545615409436084,0.21933110456674682,0.1776729387934381,0.1598760846344974,0.14616204211583997,0.14191551283228315
FDX,0.11825043505038338,0.08408128958418708,0.08512900992785567,0.08143327473274309,0.08108930137403626,0.10714486627096032,0.09394297336559386,0.0981496688968699,0.10017817485047383
UNP,0.007963534942804149,0.0802638703096015,0.056281204890404106,0.061175295383302096,0.05379199478374034,0.05744752432821994,0.077623942220027,0.07407270976685763,0.06200734810765848
UPS,0.1724694126950711,0.14111796486574976,0.10608669011855666,0.10129697161214467,0.08939889588300176,0.09315793493256384,0.09180696849421333,0.09557176956817448,0.08820920863693192
KSU,0.027900398291261168,0.06402519706830455,0.0464861277633371,0.059931967512773486,0.07794640768778995,0.06148468245247818,0.07338629384545972,0.0686634303611232,0.06724686744068102
LSTR,0.2006834722301788,0.1716330446575847,0.16176872270510756,0.1750280074156456,0.17589443594370027,0.09985711632825728,0.09815015557751214,0.09576143634292669,0.10517052077201768
JBHT,0.08810157779969062,0.06515536579299559,0.04706583462276595,0.05841829521508804,0.05764343593940411,0.05120995089947926,0.051125363968078555,0.05539921398554208,0.057160141419849576
CHRW,0.0,0.0,0.0,0.0,0.0,0.10167797043248167,0.09205029029203114,0.08433303275402033,0.08071447921531696
EXPD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UAL,0.0,0.12906814490759833,0.0,0.07328830613438564,0.059256725713401126,0.0,0.05248316003686244,0.04502038216022068,0.04573881924069242
CSX,0.0,0.0,0.0,0.0,0.0,0.03738800327292738,0.03811697892944211,0.04408493391962296,0.04158979754091881
KEX,0.0,0.0,0.07984559133304595,0.07188792706130501,0.06756958433816451,0.06959966072622305,0.05982210530593118,0.04979386750202801,0.04984376858819584
R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALK,0.0,0.0,0.0,0.0,0.0,0.06184607475571363,0.05333433443359315,0.050723126518869406,0.040121306491843756
DAL,0.0,0.0,0.0,0.0,0.0,0.08151327680475795,0.05828134889762598,0.059536798459542115,0.03844460661447795
LUV,0.0,0.0,0.0,0.09208380083911032,0.07356762359337055,0.0,0.0,0.0,0.047000264382070736
MATX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0327275876492202,0.03465918386633113
CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AAL,0.0,0.0,0.09644297697524076,0.0,0.0,0.0,0.0,0.0,0.0
JBLU,0.0,0.0,0.0,0.0,0.04451049017593759,0.0,0.0,0.0,0.0
TEinTrain,334.1539137600015,237.2260555282961,189.98885225308916,155.8602048976487,139.33569558341847,122.89542707001935,98.30574920469283,77.99541318277544,64.97210022130866
TEinTest,659.0617926355911,429.257911653616,456.49973326283435,346.4328644262452,340.55846356716273,259.04044692788165,214.16601029628586,188.86196935122558,189.36269588396277
